[2026-07-21T14:05:59.668Z] [debug] [vite] connecting...
[2026-07-21T14:05:59.672Z] [error] THREE.WebGLRenderer: Error creating WebGL context.
[2026-07-21T14:05:59.685Z] [debug] [vite] connected.
[2026-07-21T14:08:27.735Z] [debug] [vite] connecting...
[2026-07-21T14:08:27.861Z] [debug] [vite] connected.
[2026-07-21T14:08:28.499Z] [info] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold
[2026-07-21T14:09:53.219Z] [debug] [vite] hot updated: /src/components/WhoWeAre.jsx
[2026-07-21T14:09:53.220Z] [debug] [vite] hot updated: /src/index.css
[2026-07-21T14:10:03.883Z] [debug] [vite] connecting...
[2026-07-21T14:10:03.896Z] [debug] [vite] connected.
[2026-07-21T14:10:03.919Z] [info] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold
[2026-07-21T14:10:23.807Z] [debug] [vite] connecting...
[2026-07-21T14:10:23.816Z] [debug] [vite] connected.
[2026-07-21T14:10:23.839Z] [info] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold
[2026-07-21T14:10:47.890Z] [error] WebSocket connection to 'ws://localhost:5210/?token=QqXgwI-ETWuh' failed: 
[2026-07-21T14:10:47.890Z] [log] [vite] server connection lost. Polling for restart...
[2026-07-21T15:18:38.986Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:18:42.814Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:18:45.076Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:18:50.440Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:18:55.265Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:18:59.543Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:19:04.752Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:19:10.567Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:19:15.617Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:19:18.991Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:19:24.792Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:19:28.256Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:19:32.035Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:19:35.574Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:19:39.564Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:19:44.661Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:19:49.821Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:19:52.252Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:19:54.911Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:19:59.144Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:20:03.806Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:20:06.561Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:20:10.556Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:20:16.018Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:20:21.378Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:20:24.938Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:20:29.530Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:20:35.468Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:20:38.554Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:20:40.956Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:20:45.197Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:20:50.338Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:20:53.860Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:20:59.824Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:03.159Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:06.806Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:10.249Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:15.867Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:17.880Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:22.568Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:26.609Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:32.448Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:35.780Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:41.505Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:42.508Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:43.511Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:44.516Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:45.524Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:46.529Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:47.533Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:48.546Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:49.569Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:50.592Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:51.655Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:52.769Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:53.913Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:55.351Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
[2026-07-21T15:21:56.934Z] [error] WebSocket connection to 'ws://localhost:5210/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED
